ID,Artigo,Ano,Score Total,Fonte,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Quem extraiu,Autores,País,Afiliação,Veículo de Publicação,Tipo ,"Quais são as contribuições da Engenharia de Software (ES) em estudos de IA ou ML (técnicas, processos, ferramentas, métricas)?",Atividade de Engenharia de Software,Quais são as técnicas de IA gen exploradas em estudos de ES?,"Quais são os Modelos de Aprendizado de Máquina (MLMs), Modelos de Aprendizado de Máquina (SLMs), prompts e arquiteturas explorados em IA gen para estudos de ES?",Tipo do Modelo,Modelo de IA Generativa,Técnica utilizada,Tamanho do modelo (em parametros),	Acesso,Quais são as ferramentas que dão suporte à IA gen para estudos de ES?,Quais técnicas de avaliaçãoção são exploradas em IA gen para estudos de ES?,Métricas utilizadas,Benefícios em usar genAI para ES,Limitações de usar genAI para ES,Lacunas (oportunidades de pesquisa) para usar genAI para ES,Trabalhos Futuros indicados no artigo, Desafios de usar genAI para ES,Outros comentários,Trechos interessantes do artigo
A40,Large Language Models for Early-Stage Software Project Estimation: A Systematic Mapping Study,2025,7.0,Scopus,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,,,,,,,,,,,,,,,,,,,,,,,,,
A41,Large Language Models for Software Engineering: A Systematic Literature Review,2024,7.0,Scopus,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Brenno,"Hou, Xinyi and Zhao, Yanjie and Liu, Yue and Yang, Zhou and Wang, Kailong and Li, Li and Luo, Xiapu Daniel and Lo, David and Grundy, John C. and Wang, Haoyu","China, Singapura e Austrália",Huazhong University os Science and Technology,ACM - Digital Library,journal,"O artigo foca principalmente no uso de LLMs para ES, mas também destaca a contribuição da ES na criação de benchmarks específicos para código, técnicas de avaliação robustas para modelos de linguagem em tarefas de programação e engenharia de prompts aplicada a contextos de software.","Arquitetura, Construção/Codificação, Design, Gestão de projeto, Manutenção, Requisitos, Testes","As principais técnicas observadas são Prompt Engineering, Ajuste fino de modelos pré-treinados em datasets de código e RAG","Os modelos com mais destaque no artigo são GPT-3, GPT-3.5 (ChatGPT), GPT-4, Codex, LLaMA, StarCoder, CodeGen, PaLM, seguido por T5, CodeT5, BART, PLBART e depois por BERT, CodeBERT, CuBERT.",LLM,"GPT-x, Llama, outros","RAG, chain of thought, prompt engineering",,comercial,"As ferramentas que deram suporte a esse estudo foram ferramentas de LangChain (para orquestrar LLM's), ferramentas de análises como Pytest e plataformas de datasets","Foram exploradas técnicas de Benchmark automatizado, avaliação humana e comparação com linhas de base","correção funcional, precisão, qualidade","Foram destacados benefícios como o aumento da produtividade de forma significativa, a capacidade de generalização de múltiplas linguagens de programação e a facilitação de automação de algumas tarefas repetitivas.","As limitações identificadas incluem alucinações (quando o código está incorreto por exemplo), dificuldade de processar repositórios inteiros, conhecimento desatualizado e respostas inconsistentes para um mesmo prompt","Falta de benchmarks para tarefas complexas de nível de repositório (além de funções simples), necessidade de técnicas para lidar com a evolução rápida das bibliotecas de software, melhorar a explicabilidade e a capacidade de depuração dos modelos","É destacado para trabalhos futuros a melhoria de Benchmarks, LLMs especializados para engenharia de software, melhoria na qualidade e confiança e a integração com ferramentas tradicionais","Foram encontrados desafios no quesito de segurança quanto ao vazamento de dados, o elevado custo computacional para treinamento de modelos grandes e a dificuldade de confiar cegamente nos códigos gerados por causa dos erros","Como vários outros estudos, esse destaca muito o quesito de erros de códigos e a segurança de dados, creio ser uma área que necessite de atenção",
A42,Large Language Models for Service-Oriented Computing (LLM4SOC): Review and Research Directions,2026,0.0,Scopus,,,,,,,,Henrique da Rocha Lima - Texto completo indisponível,,,,,,,,,,,,,,,,,,,,,,,,
A43,Large Language Models for Software Engineering: A Systematic Mapping Study,2024,0.0,Scopus,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,"Jeniffer - (Artigo EXCLUÍDO por não ter acesso completo em nenhuma fonte.)
Leonardo - (Artigo EXCLUÍDO por não ter acesso completo em nenhuma fonte.)","Görmez, Muhammet Kürşat and Yilmaz, Murat and Clarke, Paul M.",,EuroSPI,"Communications in Computer and Information Science ((CCIS,volume 2179))",conference,,,,,,,,,,,,,,,,,,,
A44,Learning-Based Automated Program Repair: A Systematic Literature Review,2025,5.0,Scopus,Partially attended to,Fully attended to,Partially attended to,Partially attended to,Fully attended to,Partially attended to,Fully attended to,Jeniffer e Leonardo,"Qijia Chen, Dongcheng Li, Man Zhao, W. Eric Wong, Hui Li",China (maioria) e EUA (dois autores),"School of Computer Science, China University of Geosciences, Wuhan 430078, China; Department of Computer Science, California State Polytechnic University, Humboldt, CA 95519, EUA; Department of Computer Science, University of Texas at Dallas, Richardson, TX 75080, EUA",Complex System Modeling and Simulation,journal,"Técnicas: Geração de patches via NMT, representações de código (sequência, árvore, grafo), fine-tuning de LLMs.
Processos: Localização de falhas, geração de patches, verificação de patches.
Ferramentas: Frameworks de APR como DeepFix, SequenceR, CodeT5, ChatGPT.
Métricas: Precisão, recall, F1, BLEU, CPR, AUC.","Construção/Codificação, Manutenção, Testes",Aprendizado supervisionado (ex.: RNN e LSTM para correção de erros de sintaxe); Aprendizado não supervisionado (para reparo sem dados rotulados explícitos); Aprendizado por transferência (fine-tuning de modelos pré-treinados como BERT para tarefas de reparo); Aprendizado ensemble (combinação de múltiplos modelos para melhorar efetividade e estabilidade); Aprendizado baseado em modelos de linguagem (usando LLMs para gerar patches em tarefas complexas).,"MLMs/SLMs: RNN, LSTM, GRU, CNN, Transformer, GNN (Graph Neural Networks), BERT, GPT, T5, Codex (menções a modelos menores implícitas em contextos de eficiência). Prompts: Prompts multimodais, consultas iterativas, seleção baseada em casos de teste. Arquiteturas: Encoder-decoder (para NMT), Seq2Seq, Tree-LSTM (para representações baseadas em árvore), GNN (para grafos de código).","LLM, SLM, outro",GPT-x,"chain of thought, outros, prompt engineering",13000000000.0,"comercial, open source","DeepFix, SequenceR, CoCoNuT, TFix, CURE, DEAR, VRepair, Repilot, InferFix, MMAPR, ThinkRepair","Validação com datasets padrão (Defects4J, QuixBugs)
Execução de testes unitários
Comparação com patches humanos
Métricas de similaridade (BLEU)","outros, precisão, recall","Automatiza o reparo de defeitos, reduz custos de debugging e manutenção; Aplica-se a cenários amplos, incluindo multilíngues; Melhora a eficiência (ex.: LLMs reparam 46%–164% mais erros que métodos DL tradicionais); Integra conhecimento para padrões de reparo; Aumenta a confiabilidade de código gerado por modelos.",Baixa taxa de sucesso em reparos (<20% para defeitos complexos); Overfitting de patches (corrigem testes mas não o defeito real); Dependência de dados labeled escassos; Altos custos computacionais em ensemble e LLMs; Fraca generalização para tipos de erros não vistos ou estruturas novas; Dificuldades em interpretação de modelos complexos.,Incorporar mais conhecimento de domínio e análise de programas para reparos complexos (ex.: interações multimódulos); Melhorar generalização para defeitos não vistos; Explorar reparo multilíngue e de vulnerabilidades; Desenvolver métricas mais robustas para avaliação; Integrar testes automáticos para mitigar overfitting.,Incorporar domain knowledge e técnicas de análise de programas para melhorar reparo de defeitos complexos; Desenvolver testes automáticos e de regressão mais robustos para evitar novos erros; Explorar LLMs para reparo multilíngue e em cenários reais; Melhorar eficiência e acurácia de APR; Realizar mais estudos empíricos sobre performance de modelos pré-treinados em vulnerabilidades.,Acurácia em reparos complexos e vulnerabilidades; Generalização para novos tipos de erros ou linguagens; Verificação de patches e riscos de overfitting; Complexidade de linguagens de programação e datasets; Altos custos computacionais e dependência de dados de alta qualidade; Interpretação e explicabilidade de modelos black-box.,"O artigo apresenta uma revisão sistemática abrangente sobre o uso de técnicas de Deep Learning aplicadas ao reparo automático de programas (APR). Os autores organizam o vasto campo de estudos em uma taxonomia estruturada, facilitando a compreensão de como a área evoluiu de modelos estatísticos simples para arquiteturas neurais complexas.","""The success rate of existing models is relatively low, especially for complex programming tasks. For example, while deep learning models have strong expressive power, they are highly dependent on data and struggle to generalize across domains.""
""Patch generation is the core of automated program repair technology. Even when faults are located correctly, existing APR techniques can only fix a small proportion of defects (< 20%)."""
A45,Leveraging AI-driven requirements for SysML modeling of the IoBT: A comprehensive investigation,2025,4.5,Scopus,Partially attended to,Fully attended to,Partially attended to,Partially attended to,Fully attended to,Partially attended to,Partially attended to,Heitor e Henrique da Rocha Lima,Joseph Brooks,Estados Unidos,Middle Georgia State University,Issues in Information Systems,journal,"A ES fornece técnicas para projetar, estruturar e manter sistemas de IA/ML (arquitetura de Software, engenharia de requisitos para IA, design e manutenibilidade de modelos). Integração com MBSE, onde a ES aparece explicitamente como o meio para operacionalizar IA via MBSE. Uso de SysML como ferramenta. Processos estruturados e workflows.",Requisitos,"LLMs (ex.: ChatGPT), NLP generativo, geração automática de requisitos, tradução texto-para-modelo (SysML), prompting estruturado e estratégias iterativas com human-in-the-loop.","- O estudo trabalha em foco nos MLMs em foco de LLMs como o chatGpt. Detalhe importante: o estudo não propoe novos tipos de LLMs
- Os modelos SLMs não são muito trabalhados nem específicados no estudo
- Prompting estruturado, prompting iterativo e estratégias com human-in-the-loop
- Arquitetura conceitual pipeline integrando LLMs à engenharia de requisitos e MBSE/SysML",LLM,GPT-x,"prompt engineering, self refine",,,"ChatGPT (LLM), SysML, ferramentas MBSE (genéricas) e framework conceitual proposto pelo estudo.","IA generativa por meio de validação qualitativa baseada em especialistas e por estudo de caso no domínio IoBT, sem empregar métricas quantitativas ou benchmarking",,"O estudo demonstra que o uso de GenAI na Engenharia de Software melhora eficiência, precisão, consistência e escalabilidade da Engenharia de Requisitos, além de fortalecer a integração com MBSE e SysML, reduzindo erros humanos e apoiando a evolução contínua de sistemas complexos","""No entanto, em alinhamento com Blasek et al. (2023), este estudo conclui que os requisitos gerados por IA frequentemente carecem de rastreabilidade estruturada dentro de frameworks MBSE baseados em SysML, limitando sua utilidade operacional."" -> ""However, in alignment with Blasek et al. (2023), this study finds that AI-generated requirements often lack structured traceability within SysML-based MBSE frameworks, limiting their operational utility. ""

- Falta de padronização, rastreabilidade, validação formal, adaptação em tempo real e dependência de supervisão humana","""Uma das lacunas mais proeminentes é a falta de frameworks padronizados para integrar requisitos de segurança gerados por IA em ferramentas de MBSE, como o SysML. Embora pesquisas existentes tenham explorado o papel da IA na detecção de ameaças, análise de anomalias e automação de segurança, não é prontamente aparente na literatura o que foi feito para estabelecer mecanismos de rastreabilidade bidirecional que garantam que as políticas de segurança derivadas por IA permaneçam consistentes, adaptáveis e verificáveis dentro de modelos de sistema estruturados (Apvrille & Sultan, 2024; Rosenberg et al., 2024)."" -> ""One of the most prominent gaps is the lack of standardized frameworks for integrating AI-generated security requirements into MBSE tools, such as SysML. While existing research has explored AI's role in threat detection, anomaly analysis, and security automation, it is not readily apparent within the literature what has been done to establish bidirectional traceability mechanism","- Padronizar Frameworks de Integração IA-SysML: Desenvolver uma estrutura de modelagem universal IA-SysML para automação de segurança estruturada.
Adaptação de Segurança Impulsionada por IA em Tempo Real: Aperfeiçoar modelos de IA para ajustar dinamicamente as políticas de segurança com base em ameaças em evolução.
- Validação Empírica em Implantações Militares: Testar a automação de segurança orientada por IA em ambientes reais de IoBT para validar a eficácia.
- Mecanismos de Defesa de IA Adversária: Melhorar as defesas de IA contra ameaças cibernéticas adversárias, como envenenamento e manipulação de dados.
- Alinhamento com Padrões Internacionais de Cibersegurança: Garantir que a automação de segurança impulsionada por IA esteja alinhada com a OTAN, o DoD e outras políticas e acordos militares globais.","1 - Garantir a qualidade e correção dos requisitos gerados
2 - Dependência de especialistas humanos (human-in-the-loop)
3 - Tradução confiável de texto natural para modelos formais (SysML)
4 - Garantir requisitos de segurança corretos em um domínio crítico (IoBT)","Obs.: O estudo não apresentou nenhuma das ""Métricas utilizadas"" de forma explicíta, por isso foi escolhido deixar sem marcar

Obs.: O estudo trabalha com IA generativa em engenharia de requisitos, mas em cima de um escopo específico que é o da segurança de IoT na área militar","""This research addresses a critical gap in AI-driven security requirements engineering by exploring the
effective integration of SysML and advanced AI to formulate comprehensive security requirements for
IoBT devices.""

""By integrating AI-driven security requirement derivation with SysML automation, this research provides a unified, scalable framework for contemporary requirements engineering, promoting traceability, adaptability, and compliance in modern cyber-physical and military defense systems (Apvrille & Sultan, 2024; Rosenberg et al., 2024).""

""However, in alignment with Blasek et al. (2023), this study finds that AI-generated requirements often lack structured traceability within SysML-based MBSE frameworks, limiting their operational utility. A key finding is the need for real-time adaptability in AI security frameworks to counter evolving threats."""
A46,Machine Learning Techniques for Automatic Program Repair: A Systematic Literature Mapping,2025,0.0,Scopus,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Brenno - EC1 - Full text not avaliable for free on the Web or on the CAPES Periódicos platform,,,,,,,,,,,,,,,,,,,,,,,,
A47,Machine learning approaches for automated software traceability: A systematic literature review,2025,0.0,Scopus,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Not attended to,Líbna Raffaely - excluído pelo critério EC4( Does not address GenAI for SE activities),"Alturayeif, Nouf and Hassine, Jameleddine and Ahmad, Irfan",,,,,,,,,,,,,,,,,,,,,,,
A48,Machine learning for requirements engineering (ML4RE): A systematic literature review complemented by practitioners’ voices from Stack Overflow,2024,7.0,Scopus,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,"Leonardo Lima e Silva
Jeniffer","Tong Li, Xinran Zhang, Yunduo Wang, Qixiang Zhou, Yiting Wang, Fangqi Dong.",China.,"Faculty of Information Technology, Beijing University of Technology; School of Software, Beihang University.",Information and Software Technology.,journal,"O artigo apresenta um mapeamento sistemático de como o Aprendizado de Máquina (ML) apoia as atividades de Engenharia de Requisitos (ER). As principais contribuições identificadas nas publicações acadêmicas (""white part"") concentram-se na Análise de Requisitos (43,48%) e Elicitação de Requisitos (28,50%). As tarefas específicas mais exploradas incluem classificação de requisitos (a mais comum), modelagem de requisitos, extração e classificação de feedback de usuários, rastreabilidade e avaliação de qualidade. O estudo também destaca o uso de ferramentas industriais (como Jira e Microsoft TFS) na prática (""grey part"") focadas em Gerenciamento de Requisitos, contrastando com o foco acadêmico em algoritmos.",Requisitos,"Embora o estudo revise majoritariamente técnicas de ML tradicional e Deep Learning (SVM, CNN, Árvores de Decisão), ele identifica o uso de modelos pré-treinados e embeddings como BERT e Word2Vec nas publicações analisadas. Como sugestão para trabalhos futuros e tendência recente (2020-2022), o artigo aponta explicitamente a exploração de Large Language Models (LLMs) e modelos generativos (como GPT) para a construção de assistentes inteligentes de perguntas e respostas.","Os modelos e arquiteturas explorados na literatura revisada incluem SVM (o mais frequente), CNN (Convolutional Neural Networks), Decision Tree, BERT (Bidirectional Encoder Representations from Transformers), Random Forest, BiLSTM e LSTM. O roadmap apresentado indica uma evolução de algoritmos tradicionais para redes neurais básicas, deep learning e, mais recentemente (2020-2022), modelos pré-treinados e LLMs.","LLM, outro","GPT-x, outros",outros,0.0,outro,"No contexto acadêmico de ML4RE, as ferramentas mais utilizadas são Scikit-learn, Weka, TensorFlow, Keras e Pytorch. Na prática industrial (Stack Overflow), as ferramentas predominantes são de gestão, como Microsoft TFS, Jira, IBM Rational DOORS, Rally e Azure DevOps. O artigo sugere a integração de ML nessas ferramentas industriais no futuro.","INCONCLUSIVO. O artigo menciona ""avaliação de qualidade de requisitos"" como uma tarefa e cita que estudos anteriores identificaram métricas de avaliação, mas não detalha quais métricas específicas de avaliação de IA Generativa — como fidelidade ou alucinação — foram utilizadas nos artigos revisados","outros, qualidade","O uso de LLMs e assistentes inteligentes oferece: (1) um repositório abrangente de conhecimento de domínio devido ao pré-treinamento extensivo; (2) capacidades superiores de compreensão e raciocínio para resolver problemas complexos de ER; e (3) responsividade em tempo real para fornecer respostas eficientes e detalhadas. Além disso, oferece uma abordagem mais inteligente e eficiente para lidar com dados de requisitos e automatizar esforços manuais.","Técnicas avançadas de ML e Deep Learning (frequentemente usadas em pesquisa acadêmica) implicam alta complexidade e custo, exigindo conhecimento especializado e recursos computacionais substanciais, o que contrasta com a necessidade industrial de praticidade e custo-benefício.","O artigo identifica oportunidades no desenvolvimento de assistentes inteligentes de perguntas e respostas utilizando LLMs. Há também uma lacuna na integração de técnicas de ML em ferramentas industriais existentes. Além disso, nota-se uma falta de pesquisas acadêmicas focadas em ""User Stories"" e ""Casos de Uso"", que são altamente relevantes para a indústria.",Os autores sugerem: (1) Construir assistentes inteligentes baseados em LLMs com fine-tuning para o domínio de ER; (2) Desenvolver ferramentas adaptativas inteligentes que integrem métodos de ML às ferramentas industriais; (3) Fortalecer a colaboração academia-indústria para acesso a dados reais (como user stories); (4) Promover iniciativas open-source compartilhando modelos e dados em plataformas como Zenodo e GitHub.,"Os desafios incluem a desconexão entre a pesquisa acadêmica (focada em inovação/algoritmos complexos) e a prática industrial (focada em ferramentas de gestão e problemas práticos). Há também dificuldades relacionadas à privacidade e sensibilidade dos dados industriais, dificultando o acesso acadêmico , e a complexidade para praticantes industriais reproduzirem códigos de artigos acadêmicos.","O estudo faz uma distinção clara entre a ""parte branca"" (literatura acadêmica) e a ""parte cinza"" (Stack Overflow). A academia foca em Elicitação e Validação usando SVM, CNN e BERT, enquanto a prática (Stack Overflow) foca em Gerenciamento e Especificação usando ferramentas como Jira e TFS.","""The white part underscores the use of ML technologies such as SVM, CNN, and BERT. In contrast, the grey part relies more on tools such as Microsoft TFS, Jira, and IBM Rational DOORS..."". ""It is anticipated that future research in ML4RE will continue to explore large language models extensively."". ""Our suggestions include the development of intelligent question-answering assistants employing large language models...""."
A49,Prompt Engineering Guidelines for Using Large Language Models in Requirements Engineering,2026,6.0,Scopus,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Partially attended to,Partially attended to,Fully attended to,Líbna Raffaely,"Krishna Ronanki, Simon Arvidsson,  Johan Axell,",Suécia,Chalmers University of Technology,Lecture Notes in Computer Science,conference,"O artigo contribui para a Engenharia de Software ao identificar e sistematizar guidelines de engenharia de prompt relevantes para apoiar o uso LLMs em atividades de Engenharia de Requisitos, mostrando como a qualidade e precisão das saídas geradas por LLMs dependem diretamente da forma como os prompts são formulados e adaptados ao contexto de requisitos de software, e, ao mesmo tempo.",Requisitos,"O artigo explora técnicas de IA relacionadas ao uso de LLM  para apoiar atividades de engenharia de requisitos, com foco em Prompt Engineering para controlar a natureza das respostas produzidas pelos modelos, ele contextualiza o uso de prompts como ferramenta importante para obter resultados de qualidade em tarefas de requisitos com IA generativa.",LLM,LLM,,prompt engineering,,outro,"Não descreve ferramentas específicas, apenas avalia o uso de prompt  engineering",artigo está centrada em entrevistas com especialistas da área de Engenharia de Requisitos sobre as vantagens e limitações da aplicação das diretrizes de  engenharia de prompting,"outros, qualidade","há o destaque da utilização de IA generativa para melhorar a qualidade e eficiência de atividades de engenharia de requisitos, como a geração, interpretação e validação de requisitos, desde que a engenharia de prompts seja aplicada de forma cuidadosa para garantir que as respostas dos modelos sejam contextualmente relevantes, corretas e alinhadas aos objetivos da tarefa de requisito e sem alucinações",Há uma escassez de diretrizes específicas de engenharia de prompt para atividades de requisito,Há a oportunidade de desenvolver  diretrizes mais robustas e contextualizadas na engenharia de prompt para atividades de engenharia de requisitos,,,,
A50,Prompt Engineering for Requirements Engineering: A Literature Review and Roadmap,2025,6.5,Scopus,Fully attended to,Fully attended to,Partially attended to,Fully attended to,Fully attended to,Fully attended to,Fully attended to,Ana Karolina,"Kaicheng Huang, Fanyu Wang, Yutan Huang, Chetan Arora",Australia,"Faculty of Information Technology, Monash University, Melbourne, Australia","Proceedings - 2025 IEEE 33rd International Requirements Engineering Conference Workshops, REW 2025",conference,A revisão sistemática faz um mapeamento dos estudos que tratem sobre a aplicação da técnica de prompot dentro da área de Engenharia de Requisitos em busca de mapear as técnicas mais eficazes e direções futuras para a área.,Requisitos,"CoT, ReAct, K-shot, RAG","1) GPTs: GPT4, GPT4o, GPT3.5-Turbo, GPT3.5-Turbo-instruction, GPT3.5;
2) Llama: Llama-13B, Llama2-70B, CodeLlama-34B)
3) Outros: Nous-Hermes-2, CodeGeeX, ERNIE-Bot, Whisper, Bard, T5-Large, text-davinci-003
4) PLM: BERT, ALBERT, RoBERTa, XLNet, NoRBERT
5) Gemini: Gemini-Pro
6) Mistral: Mistral-7B, Mixtral-8×7B
7) Phi: Phi-3-Medium
8) Deepseek: DeepSeek-Coder-V2
9) Claude: Claude 3",LLM,,"RAG, chain of thought, prompt engineering, reAct",,,Não são apresentadas.,"Ablação, BLEU/ROUGE, SUS",cobertura,"O uso de LLMs na Engenharia de Requisitos permite automatizar e acelerar tarefas como elicitação, classificação, detecção de conflitos, recuperação de links de rastreabilidade e geração automatizada de testes. Com os resultados gerados é possível reduzir o retrabalho custoso e o desvio de escopo, como por exemplo com o uso de prompts self-reflection que força os modelos a criticar e revisar seus rascunhos, assegurando isso. Além disso, os autores citam por exemplo a rápida prototipagem com a geração de código, permitindo apresentar os cliente uma visão do que será produzido.","Falta de avaliação: Os autores apontam que existe uma escassez de avaliações o que traz incertezas sobre a eficácia da abordagem.
Desafio multimodal: existe uma lacuna no processamento de entradas não textuais","O artigo apresenta que os estudos achados não são orientados para a área de elicitação de requisitos, a sua grande maioria lida com requisitos já prontos realizando outras tarefas, outro ponto importante é a escassez de estudos que tratem outras entradas além da textual, poucos estudos orientados a UML trataram entradas que fossem imagem mas em sua grande maioria são entradas textuais, direcionando os resultados para um único caminho.","Os autores sugerem a produção de estudos que foquem em uma elicitação multimodal com o objetivo de suprimir o foco exclusivo em texto, com isso eles sugerem combinar diagramas e requisitos em linguagem natural para que o modelo identifique inconsistências ou gere links de rastreabilidade sem perder informações visuais;
Como a fase de elicitação é pouco explorada, o artigo propõe o desenvolvimento de agentes conversacionais que entrevistem os stakeholders;
Para resolver a falta de avaliação sistemática, os autores sugerem o desenvolvimento de sistemas que consigam medir o impacto de mudanças de forma precisa, para isso é sugerido adaptar pipelines de recuperação (RAG) para que cada prompt inclua IDs únicos de requisitos. Assim, qualquer mudança gerada pelo modelo dispara um relatório automático;
Por fim, os autores sugerem agregar conjuntos de dados em um benchmark único para resolver a dificuldade de replicação e comparação entre estudos.","Incerteza e falta de controle: Usuários frequentemente encontram inconsistências ao realizar tarefas de inferência via API, o que desafia a confiabilidade;
Alucinações",,"""As an important part of RE, model-based representation is not frequently explored in PE4RE research, which should be investigated in the future.""
""We found that in the selected studies, none of the papers formally report requirements generation or elicitation. """
A51,Prompting Techniques for Secure Code Generation: A Systematic Investigation,2025,6.0,Scopus,Fully attended to,Fully attended to,Partially attended to,Fully attended to,Partially attended to,Fully attended to,Fully attended to,Brenno,"Tony, Catherine and Díaz Ferreyra, Nicolás E. and Mutas, Markus and Dhif, Salem and Scandariato, Riccardo",Alemanha,Hamburgo University of Technology,ACM - Digital Library,journal,"A ES contribui através de um processo de Revisão Sistemática (SLR), ferramentas de análise estática, métricas de qualidade de código e engenharia de requisitos em prompts",Construção/Codificação,"Ao todo pode ser indentificado mais de uma dezena de técnicas exploradas no artigo, dentre as quais se destacam: Zero-shot, One-shot, Few-shot, Self-refine, Progressive Hint, Chain-of-Thought (CoT) e Zero-shot CoT","GPT - 3, GPT - 3.5 e GPT - 4",LLM,GPT-x,"chain of thought, prompt engineering",,comercial,"As ferramentas identificadas que auxiliaram o estudo foram Bandit, CodeQL e Dolos","Análise estática de segurança (pelo Bandit), análise manual de validade e teste de vazamento de dados","correção funcional, precisão, segurança","Alguns beneficios são atuar como ponto de partida, reduzindo a necessidade de pesquisa online, a capacidade de gerar implementações funcionais a partir de linguagem natural, técnicas de prompting e uso de padrões de codificação segura","O código gerado frequentemente contém vulnerabilidades de segurança, desenvolvedores tendem a confiar excessivamente (over-reliance) na IA, aceitando código inseguro sem questionar, técnicas de prompting como ""Persona"" (agir como especialista) apresentaram o pior desempenho na geração de código seguro e Alucinação de métodos",A correlação entre estratégias de prompting e a geração de código seguro ainda é pouco explorada na literatura e falta de exploração de técnicas baseadas em refinamento,Explorar abordagens de otimização de prompts e Expandir a investigação de métodos baseados em refinamento que alavanquem as capacidades de autocrítica dos LLMs,"arefas que envolvem múltiplas funcionalidades (ex: aplicações web com banco de dados) desviam o foco do modelo da segurança, resultando em vulnerabilidades frequentes como senhas hard-coded, vazamento de dados, que segue com a vulnerabilidade persistente","O estudo aborda principalmente a codificação, mostrando em primeira mão suas funcionalidades e suas limitações, acredito que, como destacado em outros estudos, o vício em erros é a principal deficiência na atualidade e que, apesar de muito citada na literatura, não foi devidamente abordada",
